q_code,e_text
M,"关闭下列滑行道或滑行线:1.G,H滑行道;2.G滑行道至H滑行道之间的R1滑行道(包含G滑行道与R1滑行道,H滑行道与R1滑行道之间的交叉道口);3.G滑行道至H滑行道之间的R6滑行道(包含G滑行道与R6滑行道,H滑行道与R6滑行道之间的交叉道口);"
A,"下列航路（线）段高度在7,800M(含)以下禁航：1.B208航路（呼和浩特VOR'HET'-NIXAL)段，2.G343航路（土木尔台VOR'TMR'-NIXAL）段，3.W32航路（呼和浩特VOR'HET'-INTIK)段,4.W28航路（RURNU-KEVOB)段.F)FL000G)FL256"
M,"RWY06/24关闭,因维护."
M,"N滑行道以西的A滑行道关闭,因维护."
F,"机场机坪改扩建施工,施工范围:A滑行道中心线以西34.5米至44.5米，A7滑行道中心线以南60米至A7滑行道中心线以北60米围成的矩形区域。施工区域设置警示标志、警示灯。"
I,"GP23不提供使用,因维护."
X,"取消上海/虹桥机场NAIPAD2.20本场飞行规定2.1.6'因噪音影响,18R/36L跑道每日0点-7点不接收航空器降落（紧急备降除外）'."
F,"因季节变化,鹭类等迁徙鸟群飞越浦东机场及附近区域上空,低空飞行高度为0-150米,高空迁徙活动高度为800-3,000米,白天及夜晚均有飞行活动.机场将使用驱鸟声波,驱鸟煤气炮等措施对鸟类进行驱赶,请各航空公司机组注意观察避让."
M,关闭M5滑行道与Z4滑行道之间的Z3滑行道.
F,"南京集散国际过渡期土建项目工程不停航施工,区域如下：06号跑道入口以西350米至1,204米,06/24跑道中心线以南368米至684米所围区域.施工区域夜间设置红色警示灯."
M,CNLNTM.
N,"厦门VOR/DME'XMN'114.5MHZ/CH92X不提供使用,因维护."
M,100至113号航空器停机位关闭.
M,因维护，关闭以下滑行道：1、12-14号停机位之间的J滑行道；2、14-16号停机位之间的T2滑行道.
M,"RWY16R/34L关闭(允许从R2,R3,R4,R6滑行道穿越RWY16R/34L)跑道关闭期间,设置跑道临时关闭标志."
I,"RWY03ILS仅供测试，不提供使用,因场务作业."
I,RWY19ILS恢复正常使用.
M,关闭333机位至335机位之间的L15滑行4848
M,关闭下列滑行道:1.W1滑行道.2.W2滑行道.3.G滑行道与326机位之间的T7滑行道.4.G滑行道与W2滑行道之间的T8滑行道.5.G滑行道与W2滑行道之间的T9滑行道.6.G滑行道以东的E5滑行道.7.T6滑行道与E5滑行道之间的D滑行道.8.T6滑行道与E5滑行道之间的E滑行道.
M,"RWY17L/35R关闭(允许从P1,P2,P4,P5滑行道穿越RWY17L/35R)跑道关闭期间,设置跑道临时关闭标志."
P,因潍坊VOR/DME不可使用，暂停使用以下程序:1.航图手册ZSWF-5ARWY35ILS/DMEZ仪表进近程序2.航图手册ZSWF-5BRWY35ILS/DMEY仪表进近程序3.航图手册ZSWF-6ARWY17VOR/DME仪表进近程序4.航图手册ZSWF-6BRWY35VOR/DME仪表进近程序.
M,关闭下列滑行道或滑行线:1.H5滑行道至D16滑行道之间的D滑行道;2.RWY18R/36L至C滑行道之间的H1滑行道;3.K1滑行道至H4滑行道之间的L01滑行线;
M,"RWY12/30关闭,因积雪."
M,滑行道恢复正常使用.
M,关闭K12滑行道以东的C滑行道.
M,"RWY05/23关闭,因维保,接收紧急备降."
N,本场NDB'FX'372KHZ不提供使用.
M,"关闭下列滑行道或滑行线:1.B8滑行道至P1滑行道之间的A滑行道(允许从P3滑行道,P4滑行道,P6滑行道穿越A滑行道);2.E7滑行道至R5滑行道之间的E滑行道(允许从R6滑行道穿越E滑行道);3.E滑行道至F滑行道之间的E5滑行道(包含E滑行道与E5滑行道之间的交叉道口);4.E滑行道至F滑行道之间的E6滑行道(包含E滑行道与E6滑行道之间的交叉道口);5.D滑行道至A滑行道之间的P2滑行道(包含A滑行道与P2滑行道之间的交叉道口);6.D滑行道至A滑行道之间的P5滑行道(包含A滑行道与P5滑行道之间的交叉道口);"
I,"RWY01ILS不提供使用,因设备维护."
P,"撤除下列离场程序：1.航图手册ZBHH-3C(EFF2022-4-21)NDBRWY08,2.航图手册ZBHH-3D(EFF2022-4-21)NDBRWY26."
I,"DME34'IIN'CH22Y仅供测试,不可使用,因校飞."
M,"关闭下列滑行道或滑行线:1.E7滑行道至R1滑行道之间的F滑行道(包含R1滑行道与F滑行道之间的交叉道口;允许从R2滑行道,R3滑行道,R5滑行道,R6滑行道穿越F滑行道);2.F滑行道至G滑行道之间的R1滑行道(包含F滑行道与R1滑行道之间的交叉道口);3.F滑行道至G滑行道之间的R4滑行道(包含F滑行道与R4滑行道之间的交叉道口);"
F,"本场不停航施工,施工区域如下:跑道中心线以南383米至465米,05号跑道内移入口以东1,012米至1,088米的矩形区域内.施工区域设置警示标志."
M,"RWY06/24关闭,因维护."
M,关闭L12A滑行4848
M,"RWY17R/35L关闭(允许从P1,P4,P6滑行道穿越RWY17R/35L)跑道关闭期间,设置跑道临时关闭标志."
M,关闭R5滑行道至T4滑行道之间的E滑行道(允许从R4滑行道穿越E滑行道)
M,F1滑行道与F4滑行道之间的F滑行道关闭.
I,RWY31ILS不提供使用，因维护.
I,"RWY02ILS仅供测试,不可使用,因校飞."
M,关闭下列滑行道:1.B滑行道以东的T1滑行道.2.Q8滑行道以北的Q滑行道.3.P滑行道以东的Q9滑行道.
I,"RWY01LILS不提供使用,因飞行校验."
O,"高架照明GLD131832,49524.0N320249.7E1205853.614高架照明GLD141822,49524.0N320249.8E1205854.715高架照明GLD151812,49624.0N320249.8E1205855.716高架照明GLD161812,50724.0N320249.8E1205856.817高架照明GLD171802,49924.0N320249.9E1205857.918高架照明GLD181792,50024.0N320249.9E1205858.919高架照明GLD191792,50224.0N320249.9E1205900.020高架照明GLD201782,50524.0N320250.0E1205901.121高架照明GLD211782,50724.0N320250.0E1205902.122高架照明GLD221772,51024.0N320250.0E1205903.223高架照明GLD231762,51424.0N320250.1E1205904.324高架照明GLD241762,51724.0N320250.1E1205905.3"
M,下列滑行道关闭：1.C滑行道与D7滑行道之间的S5滑行道.2.C滑行道与D4滑行道之间的Z10滑行道.3.S4滑行道与Z10滑行道之间的D2滑行道.
N,"秣陵VOR/DME'MLJ'117.05MHZ/CH117Y不工作,因停机."
M,"关闭下列滑行道或滑行线:1.G,H滑行道;2.G滑行道至H滑行道之间的R1滑行道(包含G滑行道与R1滑行道,H滑行道与R1滑行道之间的交叉道口);3.G滑行道至H滑行道之间的R6滑行道(包含G滑行道与R6滑行道,H滑行道与R6滑行道之间的交叉道口);"
M,"RWY17R/35L关闭(允许从P2,P4,P6滑行道穿越RWY17R/35L)跑道关闭期间,设置跑道临时关闭标志."
A,航路恢复正常使用.
M,关闭102机位.
I,"RWY35RILS不提供使用,因飞行校验."
F,CNL
A,"因临时活动,除经浠水VOR(XSH)至昌北、九江、赣州,其他所有经浠水VOR(XSH)-W105-PEXEK-H18-向塘VOR(KHN)-青州NDB(DO)(来回),高度7,200米(含)以下航班改航.改航后为(来回):浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).改航听从管制指挥.F)FL000G)FL236"
M,"9号停机位关闭,因不停航施工."
M,关闭E滑行道至J滑行道之间的A滑行道，因道面维护.
M,关闭下列滑行道或滑行线:1.位于C滑行道以西的P2滑行道;2.336机位至339机位之间的L15滑行线;
M,见下一份报.
K,CHECKLIST3412341334143415341734183422342434253426342734313433343434353436343734383440344134423443LATESTPUBLICATIONS
F,"机场关闭,因维保."
A,"下列航路（线）段高度在7,800M(含)以下禁航：1.B208航路（呼和浩特VOR'HET'-NIXAL)段，2.G343航路（土木尔台VOR'TMR'-NIXAL）段，3.W32航路（呼和浩特VOR'HET'-INTIK)段,4.W28航路（RURNU-KEVOB)段.F)FL000G)FL256"
M,RWY17R/35L关闭.
I,"RWY09ILS仅供测试,不可使用,因校飞."
M,RWY18L/36R不能用于降落紧急备降除1120
M,见下一份报.
M,"关闭下列滑行道或滑行线:1.C1,C2,C3,C4,B7,B8滑行道;2.B滑行道至C滑行道之间的H2,H3,H5,H6,H7滑行道;3.H1滑行道至D9滑行道,D10滑行道至H7滑行道之间的C滑行道;"
M,关闭T2滑行道以北的G滑行道.
M,关闭下列滑行道或滑行线:1.B滑行道至W2滑行道之间的T3滑行道;2.T4滑行道至L22滑行道之间的W1滑行道;
N,"景德镇VOR/DME'JDZ'117.7MHZ/CH124X不可使用,因维护."
M,"关闭下列滑行道或滑行线:1.E7滑行道至R1滑行道之间的F滑行道(允许从R3滑行道,R4滑行道,R6滑行道穿越F滑行道);2.F滑行道至G滑行道之间的R2滑行道(包含F滑行道与R2滑行道之间的交叉道口);3.F滑行道至G滑行道之间的R5滑行道(包含F滑行道与R5滑行道之间的交叉道口);"
M,见下一份报.
I,"DME17'IQD'CH38Y仅供测试,不可使用,因校飞."
M,关闭H1滑行道至K4滑行道之间的A滑行道.
I,"DME35'IQX'CH34Y仅供测试,不可使用,因校飞."
I,DME16'IDA'CH56X恢复正常.
I,RWY23ILS恢复正常使用.
A,"TRIGGERNOTAM国内航空资料汇编（NAIP）修订10/2022期（2022-9-1）将于2022-10-6生效，请注意查收。10/2022期主要内容：总则部分无。航路部分调整A470、W51、W95、W135、W163、W164、W545、V79、W623、W631航路航线部分航段数据；新辟W640、J504、J505航线,取消J77航线；调整贵阳区域管制区备注；修改兰州区域10号扇区提供服务的单位；调整贵阳进近管制区备注；调整上海进近01、02、03、04、05、06、07、08、09、10号管制扇区；新增小丹阳VOR/DME导航台；调整綦江、景德镇VOR/DME限用0207"
M,关闭下列滑行道：1.M滑行道至N滑行道之间的N6滑行道.2.M滑行道至N滑行道之间的N7滑行道.3.N6滑行道至N7滑行道之间的P滑行道.4.N6滑行道至N7滑行道之间的N滑行道.关闭区域设关闭标志和警示灯.
P,参阅NAIP太原/武宿机场航图手册ZBYN-3D2(EFF2022-10-6):RWY13标准仪表离场图中OMKAK-01D不可用.
M,滑行道恢复正常使3938
F,CNL.
I,RWY05DME'IYN'CH26X恢复正常使用.
M,"因维护，关闭以下滑行道或滑行线：1.T1滑行线以东的B滑行道,2.A7滑行道,T1滑行线."
M,"B滑行道与D滑行道之间的A滑行道关闭,因抢修."
M,关闭T4滑行道与K6滑行道之间的J滑行道.
M,关闭Y9滑行道与U4滑行道之间的J滑行道.
M,"RWY13/31关闭,因施工."
I,RWY16R/34LILS不工作.
I,RWY18L/36RILS不提供使用.
F,"本场不停航施工，施工区域如下:1、距跑道中心线以东22.5米至150米,04号跑道入口以北834米至844米的矩形区域,施工区域设置警示标志.2、距跑道中心线以东170米至340米,04号跑道入口以北936米至1,101米的矩形区域,施工区域设置警示标志.3、距跑道中心线以东238.5米至250米,04号跑道入口以北1,119米至1,300米的矩形区域,施工区域设置警示标志.4、距跑道中心线以东22.5米至150米,22号跑道入口以南920米至1,025米的矩形区域,施工区域设置警示标志.以上施工区域均未设置障碍灯."
M,见下一份报.
M,关闭J2滑行道与J滑行道之间的T6滑行道.
I,"RWY05ILS仅供测试,不可使用,因校飞."
I,RWY17L/35RILS不工作.
M,"RWY17L/35R关闭(允许从P1,P2,P5,P6滑行道穿越RWY17L/35R)跑道关闭期间,设置跑道临时关闭标志."
M,CNL.
A,"因临时活动,除经浠水VOR(XSH)至昌北、九江、赣州,其他所有经浠水VOR(XSH)-W105-PEXEK-H18-向塘VOR(KHN)-青州NDB(DO)(来回),高度7,200米(含)以下航班改航.改航后为(来回):浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).改航听从管制指挥.F)FL000G)FL236"
M,关闭T4滑行道与K6滑行道之间的K滑行道.
L,以下滑行道中线灯关闭：1.E滑至B2滑之间的A滑行道中线灯；2.B2滑行道中线灯；3.B2滑至R滑之间的B滑行道中线灯；4.R滑行道中线灯.
I,RWY08ILS恢复正常使用.
I,"RWY06ILS仅供测试,不可使用,因校飞."
M,关闭F4滑行道与M6滑行道之间的F滑行道.
A,"下列航路（线）段高度在7,800M(含)以下禁航：1.B208航路（呼和浩特VOR'HET'-NIXAL)段，2.G343航路（土木尔台VOR'TMR'-NIXAL）段，3.W32航路（呼和浩特VOR'HET'-INTIK)段,4.W28航路（RURNU-KEVOB)段.F)FL000G)FL256"
M,"关闭B滑行道至E滑行道之间的T2滑行道(允许从V2滑行道,V3滑行道,V4滑行道,V5滑行道,V6滑行道,V7滑行道穿越T2滑行道)"
M,已编入NAIP.
M,关闭下列滑行道或滑行线:1.位于C滑行道以西的Q3滑行道;2.330机位至333机位之间的L15滑行线;
I,RWY31ILS仅供测试，不可使用，因校飞.
M,"关闭下列滑行道或滑行线:1.C1,C2,C3,C4,B7,B8滑行道;2.B滑行道至C滑行道之间的H2,H3,H5,H6,H7滑行道;3.H1滑行道至D9滑行道,D10滑行道至H7滑行道之间的C滑行道;"
N,大兴VOR/DME'DXG'115.35MHZ/CH100Y不提供使用.
M,下列滑行道关闭：1.G滑行道与Y2滑行道之间的T2滑行道.2.T1滑行道与T3滑行道之间的H滑行道.
M,"RWY18L/36R关闭.期间,航空器可由A0滑行道和A1滑行道穿越跑道,禁止由A8滑行道和A9滑行道穿越跑道."
M,关闭L17滑行线至L17A滑行线之间的L16滑行线.
W,"黄寨靶场有炮射活动:范围：N380650E1124309-N380459E1124329-N380910E1130317-N381535E1130030-N380650E1124309,射高：12,000米以下（标准海平面气压）射向:70度.F)FL000G)FL394"
I,"DME15'IHF'CH30X仅供测试,不可使用,因校飞."
I,RWY34RILS仅供测试，不可使用因校飞.
M,"关闭下列滑行道或滑行线:1.A1,A2,A3,A4,B1,B2,B3,B4,B5,B6,B7,B8,T1,T6,K1,K2,K4,K5,K6,K7滑行道;2.H1滑行道至H4滑行道之间的A,B滑行道;3.H4滑行道至H7滑行道之间的A,B滑行道;4.RWY18R/36L至B滑行道之间的H2,H3,H5,H6滑行道;5.RWY18R/36L至A滑行道之间的H1滑行道;"
M,关闭下列滑行道：1.E4滑行道以南的G滑行道.2.E4滑行道以南的E滑行道.3.E5滑行道以南的D滑行道.4.E4滑行道与T4滑行道之间的G滑行道.5.E0滑行道.6.E1滑行道.7.E2滑行道.8.E3滑行道.
I,"RWY35LILS不提供使用,因飞行校验."
M,"13号停机位关闭,因施工."
M,"5号停机位至B滑行道之间的E滑行道关闭,因日常维护."
I,RWY17R/35LILS不工作.
M,"RWY18L/36R关闭.期间,航空器可由A8滑行道和A9滑行道穿越跑道,禁止由A0滑行道和A1滑行道穿越跑道."
M,"滑行道C关闭,因例行维护."
M,关闭J6滑行道.
M,RWY16L/34R关闭，因维护施工.跑道关闭期间，需穿越该跑道的航空器仅限使用W1和Y9滑行道.
M,"RWY16R/34L关闭(11月8日,允许从R1,R3,R5,R6滑行道穿越RWY16R/34L;11月9日,允许从R1,R2,R4,R5滑行道穿越RWY16R/34L;11月11日,允许从R2,R3,R4,R6滑行道穿越RWY16R/34L)跑道关闭期间,设置跑道临时关闭标志."
M,"关闭下列滑行道或滑行线:1.G,H滑行道;2.B4滑行道至T3滑行道之间的B滑行道;3.G滑行道至H滑行道之间的R1滑行道(包含G滑行道与R1滑行道,H滑行道与R1滑行道之间的交叉道口);4.G滑行道至H滑行道之间的R6滑行道(包含G滑行道与R6滑行道,H滑行道与R6滑行道之间的交叉道口);5.B滑行道至W1滑行道之间的T4滑行道(包含B滑行道与T4滑行道之间的交叉道口);"
I,"RWY23LOC不提供使用,因故障."
F,"RWY03/21RVR设备B,C不提供使用,因动力能源改造."
F,"本场不停航施工,施工区域如下:1.跑道中心线以南345米至386米,23号跑道内移入口以西1,615米至2,600米的矩形区域.2.跑道中心线以南310米至385米,23号跑道内移入口以西645米至1,057米的矩形区域.3.跑道中心线以南318米至537米,23号跑道内移入口以西413米至503米的矩形区域.4.跑道中心线以南232米至305米,23号跑道内移入口以东50米至23号跑道内移入口以西1,168米的矩形区域.施工区域设置警示标识."
M,"RWY04/22关闭,因道面施工."
I,RWY01LⅢ类仪表着陆系统降级到Ⅰ类仪表着陆系统使用.
I,"IM16仅供测试,不可使用,因校飞."
M,K0滑行道与T1滑行道之间的Y4滑行道关闭.
R,"划设临时限制区,N2设8E1142921-N261444E1140013-N255857E1135553-N255223E1142456,四点连线范围内，地表至无限高，要求净空.F)SFCG)UNL"
I,RWY17L/35RILS不工作.
N,"六灶VOR/DME'PDL'109.4MHZ/CH31X仅供测试,不可使用,因维护."
M,关闭H0滑行道以北的Y7滑行道.
N,"虹桥VOR/DME'SHA'117.2MHZ/CH119X仅供测试,不可使用,因维护."
F,"机场关闭,因维保."
M,下列滑行道关闭：1.T4滑行道与K5滑行道之间的Y4滑行道.2.Y4滑行道与J滑行道之间的K4滑行道.
M,"关闭P4滑行道至T4滑行道之间的B滑行道(允许从B3滑行道,B4滑行道穿越B滑行道)"
I,CNL.
A,"因临时活动,所有经H18航线中向塘VOR(KHN)-P47,所有高度关闭.原计划航路走浠水VOR(XSH)-W105-PEXEK-H18-青州NDB(DO)(来回)的航班改走:浠水VOR(XSH)-H17-景德镇VOR(JDZ)-H2-青州NDB(DO).原计划航路走OVTAN-H24-向塘VOR(KHN)-H18-青州NDB(DO)(来回)的航班改走:OVTAN-H24-P263-H2-青州NDB(DO).改航听从管制指挥.F)SFCG)UNL"
M,"RWY18L/36R关闭.期间,航空器可由A0滑行道和A1滑行道穿越跑道,禁止由A8滑行道和A9滑行道穿越跑道."
M,"滑行道A关闭,因维护."
M,"RWY16L/34R关闭跑道关闭期间,设置跑道临时关闭标志."
M,"L01滑行道关闭,因施工."
O,"新增临时超高障碍物(相对机场基准点),设有障碍物灯,具体数据如下：序号障碍物名称磁方位(度)距离(米)坐标海拔高度(米)01汽车吊2612,434N301328.3E1202435.363.6"
F,"本场因跑道道面维护,不接受备降."
M,关闭B7滑行道至P6滑行道之间的B滑行道.
M,"RWY01/19关闭,因维护."
A,"下列航路（线）段高度在7,800M(含)以下禁航：1.B208航路（呼和浩特VOR'HET'-NIXAL)段，2.G343航路（土木尔台VOR'TMR'-NIXAL）段，3.W32航路（呼和浩特VOR'HET'-INTIK)段,4.W28航路（RURNU-KEVOB)段.F)FL000G)FL256"
M,关闭下列滑行道：1.E2滑行道以南的G滑行道.2.E2滑行道以南的E滑行道.3.E1滑行道.4.E0滑行道.
F,"不停航施工,施工区域如下:位于RWY18L/36R中心线以西75米,B滑行道中心线以东45.2米,H1滑行道中心线南北两侧各43.5米,所围成的矩形区域;关闭区域设置不适用地区标志及障碍灯,施工满足净空高度限制要求."
